Year	State	StateCode	CountyCode	CountyName	TotalPop	PS-GWPop	PS-SWPop	PS-TOPop	PS-WGWFr	PS-WGWSa	PS-WGWTo	PS-WSWFr	PS-WSWSa	PS-WSWTo	PS-WFrTo	PS-WSaTo	PS-WTotl	PS-DelDO	PS-DelCO	PS-DelIN	PS-DelPT	PS-DelTO	PS-UsLos	PS-PrCap	PS-RecWW	PS-Facil	PS-FacDB	CO-WGWFr	CO-WGWSa	CO-WGWTo	CO-WSWFr	CO-WSWSa	CO-WSWTo	CO-WFrTo	CO-WSaTo	CO-WTotl	CO-PSDel	CO-WDelv	CO-CUsFr	CO-CUsSa	CO-CUTot	CO-RecWW	DO-SSPop	DO-WGWFr	DO-WGWSa	DO-WGWTo	DO-WSWFr	DO-WSWSa	DO-WSWTo	DO-WFrTo	DO-WSaTo	DO-WTotl	DO-SSPCp	DO-PSPop	DO-PSDel	DO-PSPCp	DO-WDelv	DO-CUsFr	DO-CUsSa	DO-CUTot	IN-WGWFr	IN-WGWSa	IN-WGWTo	IN-WSWFr	IN-WSWSa	IN-WSWTo	IN-WFrTo	IN-WSaTo	IN-WTotl	IN-PSDel	IN-WDelv	IN-CUsFr	IN-CUsSa	IN-CUTot	IN-RecWW	IN-Facil	IN-FacDB	PT-WGWFr	PT-WGWSa	PT-WGWTo	PT-WSWFr	PT-WSWSa	PT-WSWTo	PT-WFrTo	PT-WSaTo	PT-WTotl	PT-PSDel	PT-WDelv	PT-CUsFr	PT-CUsSa	PT-CUTot	PT-Power	PT-RecWW	PT-Facil	PT-FacDB	PF-WGWFr	PF-WGWSa	PF-WGWTo	PF-WSWFr	PF-WSWSa	PF-WSWTo	PF-WFrTo	PF-WSaTo	PF-WTotl	PF-PSDel	PF-WDelv	PF-CUsFr	PF-CUsSa	PF-CUTot	PF-Power	PF-RecWW	PF-Facil	PF-FacDB	PG-WGWFr	PG-WGWSa	PG-WGWTo	PG-WSWFr	PG-WSWSa	PG-WSWTo	PG-WFrTo	PG-WSaTo	PG-WTotl	PG-PSDel	PG-WDelv	PG-CUsFr	PG-CUsSa	PG-CUTot	PG-Power	PG-RecWW	PG-Facil	PG-FacDB	PN-WGWFr	PN-WGWSa	PN-WGWTo	PN-WSWFr	PN-WSWSa	PN-WSWTo	PN-WFrTo	PN-WSaTo	PN-WTotl	PN-PSDel	PN-WDelv	PN-CUsFr	PN-CUsSa	PN-CUTot	PN-Power	PN-RecWW	PN-Facil	PN-FacDB	MI-WGWFr	MI-WGWSa	MI-WGWTo	MI-WSWFr	MI-WSWSa	MI-WSWTo	MI-WFrTo	MI-WSaTo	MI-WTotl	MI-CUsFr	MI-CUsSa	MI-CUTot	MI-RecWW	LV-WGWFr	LV-WGWSa	LV-WGWTo	LV-WSWFr	LV-WSWSa	LV-WSWTo	LV-WFrTo	LV-WSaTo	LV-WTotl	LV-CUsFr	LV-CUsSa	LV-CUTot	LS-WGWFr	LS-WGWSa	LS-WGWTo	LS-WSWFr	LS-WSWSa	LS-WSWTo	LS-WFrTo	LS-WSaTo	LS-WTotl	LS-CUsFr	LS-CUsSa	LS-CUTot	LA-WGWFr	LA-WGWSa	LA-WGWTo	LA-WSWFr	LA-WSWSa	LA-WSWTo	LA-WFrTo	LA-WSaTo	LA-WTotl	LA-CUsFr	LA-CUsSa	LA-CUTot	IR-WGWFr	IR-WGWSa	IR-WGWTo	IR-WSWFr	IR-WSWSa	IR-WSWTo	IR-WFrTo	IR-WSaTo	IR-WTotl	IR-CUsFr	IR-CUsSa	IR-CUTot	IR-CLoss	IR-IrSpr	IR-IrMic	IR-IrSur	IR-IrTot	IR-RecWW	HY-InUse	HY-OffFr	HY-OffSa	HY-OffTo	HY-InPow	HY-OfPow	HY-ToPow	HY-InFac	HY-OfFac	HY-ToFac	HY-InFDB	HY-OfFDB	HY-ToFDB	WW-PuRet	WW-PuFac	WW-OtFac	WW-RecWW	WW-ToFac	WW-DBFac	RE-SurAr	RE-Evapo	TO-WGWFr	TO-WGWSa	TO-WGWTo	TO-WSWFr	TO-WSWSa	TO-WSWTo	TO-WFrTo	TO-WSaTo	TO-WTotl	TO-CUsFr	TO-CUsSa	TO-CUTot	TO-RecWW	TO-CLoss	
1995	AK	02	122	Kenai Peninsula Borough	46.25	11.12	4.89	16.01	2.81	0.00	2.81	0.88	0.00	0.88	3.69	0.00	3.69	1.77	0.96	0.45	0.00	3.18	0.51	230.48	0.00	20.00	20.00	0.27	0.00	0.27	0.02	0.00	0.02	0.29	0.00	0.29	0.96	1.25	0.18	0.00	0.18	0.00	30.24	1.10	0.00	1.10	0.04	0.00	0.04	1.14	0.00	1.14	37.70	16.01	1.77	110.56	2.91	0.25	0.00	0.25	3.28	0.00	3.28	0.00	0.00	0.00	3.28	0.00	3.28	0.45	3.73	0.55	0.00	0.55	0.00	20.00	20.00	0.05	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.05	0.00	0.05	0.01	0.00	0.01	2116.41	0.00	3.00	3.00	0.05	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.05	0.00	0.05	0.01	0.00	0.01	2116.41	0.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.45	0.06	0.00	0.06	0.06	0.45	0.51	0.04	0.45	0.49	0.00	0.01	0.00	0.01	0.03	0.00	0.03	0.04	0.00	0.04	0.04	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.03	0.00	0.03	0.04	0.00	0.04	0.04	0.00	0.04	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.12	0.00	0.00	0.12	0.00	0.00	464.50	0.00	464.50	0.00	485.16	485.16	0.00	2.00	2.00	0.00	2.00	2.00	2.71	8.00	18.00	0.00	26.00	26.00	0.00	0.00	7.53	0.45	7.98	1.03	0.00	1.03	8.56	0.45	9.01	1.08	0.45	1.53	0.00	0.00
1995	AK	02	130	Ketchikan Gateway Borough	14.42	0.00	8.83	8.83	0.00	0.00	0.00	4.07	0.00	4.07	4.07	0.00	4.07	0.24	0.70	2.64	0.00	3.58	0.49	460.93	0.00	3.00	3.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.70	0.71	0.11	0.00	0.11	0.00	5.59	0.00	0.00	0.00	0.03	0.00	0.03	0.03	0.00	0.03	5.37	8.83	0.24	27.18	0.27	0.03	0.00	0.03	0.00	0.00	0.00	50.00	0.00	50.00	50.00	0.00	50.00	2.64	52.64	7.90	0.00	7.90	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	414.03	0.00	414.03	0.00	118.92	118.92	0.00	2.00	2.00	0.00	2.00	2.00	2.25	2.00	1.00	0.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	54.11	0.00	54.11	54.11	0.00	54.11	8.04	0.00	8.04	0.00	0.00
1995	AK	02	150	Kodiak Is Borough	14.99	0.38	9.97	10.35	0.03	0.00	0.03	4.94	0.00	4.94	4.97	0.00	4.97	1.55	0.98	2.38	0.00	4.91	0.06	480.19	0.00	10.00	10.00	0.05	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.05	0.98	1.03	0.15	0.00	0.15	0.00	4.64	0.16	0.00	0.16	0.01	0.00	0.01	0.17	0.00	0.17	36.64	10.35	1.55	149.76	1.72	0.16	0.00	0.16	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	2.38	2.39	0.35	0.00	0.35	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.73	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.73	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.06	0.06	0.00	0.06	0.06	0.00	0.06	0.00	0.00	0.00	0.06	0.00	0.06	0.06	0.00	0.06	0.06	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	93.36	0.00	93.36	1.21	123.08	124.29	2.00	1.00	3.00	2.00	1.00	3.00	2.32	6.00	9.00	0.00	15.00	15.00	0.00	0.00	0.25	0.00	0.25	5.01	0.00	5.01	5.26	0.00	5.26	0.72	0.00	0.72	0.00	0.00
1995	AK	02	164	Lake and Peninsula Boroug	1.79	0.60	0.10	0.70	0.04	0.00	0.04	0.01	0.00	0.01	0.05	0.00	0.05	0.05	0.00	0.00	0.00	0.05	0.00	71.43	0.00	8.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.09	0.04	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.04	36.70	0.70	0.05	71.43	0.09	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.15	0.00	8.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.15	0.00	8.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	5.00	3.00	0.00	8.00	8.00	0.00	0.00	0.08	0.00	0.08	0.01	0.00	0.01	0.09	0.00	0.09	0.01	0.00	0.01	0.00	0.00
1995	AK	02	170	Matanuska-Susitna Borough	50.69	6.39	0.00	6.39	0.90	0.00	0.90	0.00	0.00	0.00	0.90	0.00	0.90	0.48	0.24	0.08	0.00	0.80	0.10	140.85	0.00	9.00	9.00	1.24	0.00	1.24	0.01	0.00	0.01	1.25	0.00	1.25	0.24	1.49	0.22	0.00	0.22	0.00	44.30	1.64	0.00	1.64	0.04	0.00	0.04	1.68	0.00	1.68	37.92	6.39	0.48	75.12	2.16	0.20	0.00	0.20	0.11	0.00	0.11	0.00	0.00	0.00	0.11	0.00	0.11	0.08	0.19	0.03	0.00	0.03	0.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	1.10	1.10	0.00	1.10	0.01	0.00	0.01	0.00	0.03	0.00	0.03	0.05	0.00	0.05	0.08	0.00	0.08	0.07	0.00	0.07	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.01	0.00	0.01	0.02	0.00	0.02	0.04	0.00	0.04	0.06	0.00	0.06	0.06	0.00	0.06	0.05	0.00	0.05	0.49	0.00	0.49	0.54	0.00	0.54	0.27	0.00	0.27	0.05	1.07	0.00	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	3.00	0.00	0.00	3.00	3.00	0.00	0.00	3.97	0.00	3.97	1.69	0.00	1.69	5.66	0.00	5.66	0.80	0.00	0.80	0.00	0.05
1995	AK	02	180	Nome Census Area	8.75	5.00	1.74	6.74	0.71	0.00	0.71	0.07	0.00	0.07	0.78	0.00	0.78	0.62	0.07	0.00	0.00	0.69	0.09	115.73	0.00	18.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.01	0.00	0.01	0.00	2.01	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	9.95	6.74	0.62	91.99	0.64	0.06	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45.59	0.00	15.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45.59	0.00	15.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.41	0.41	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.04	0.00	0.04	0.04	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.04	0.04	0.00	0.04	0.04	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	6.00	2.00	0.00	8.00	8.00	0.00	0.00	0.72	0.00	0.72	0.53	0.00	0.53	1.25	0.00	1.25	0.11	0.00	0.11	0.00	0.00
1995	AK	02	185	N. Slope Borough	7.02	0.23	5.92	6.15	0.00	0.00	0.00	0.32	0.00	0.32	0.32	0.00	0.32	0.24	0.07	0.00	0.00	0.31	0.01	52.03	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.01	0.00	0.01	0.00	0.87	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	11.49	6.15	0.24	39.02	0.25	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.38	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.38	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.26	74.26	0.52	40.93	41.45	0.52	115.19	115.71	0.00	9.21	9.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	2.00	18.00	0.00	20.00	20.00	0.00	0.00	0.00	74.26	74.26	0.85	40.93	41.78	0.85	115.19	116.04	0.03	9.21	9.24	0.00	0.00
1995	AK	02	188	NW Arctic Borough	6.50	1.00	4.14	5.14	0.07	0.00	0.07	0.32	0.00	0.32	0.39	0.00	0.39	0.24	0.08	0.03	0.00	0.35	0.04	75.88	0.00	10.00	10.00	0.47	0.00	0.47	0.00	0.00	0.00	0.47	0.00	0.47	0.08	0.55	0.08	0.00	0.08	0.00	1.36	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	7.35	5.14	0.24	46.69	0.25	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.41	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.41	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.48	0.00	5.48	5.48	0.00	5.48	1.10	0.00	1.10	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.00	0.02	0.02	0.00	0.02	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.00	0.02	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	7.00	3.00	0.00	10.00	10.00	0.00	0.00	0.54	0.00	0.54	5.83	0.00	5.83	6.37	0.00	6.37	1.23	0.00	1.23	0.00	0.00
1995	AK	02	201	Pr. of Wales-Outer Ketchi	7.11	0.07	5.62	5.69	0.00	0.00	0.00	1.45	0.00	1.45	1.45	0.00	1.45	0.54	0.12	0.62	0.00	1.28	0.17	254.83	0.00	15.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12	0.02	0.00	0.02	0.00	1.42	0.01	0.00	0.01	0.02	0.00	0.02	0.03	0.00	0.03	21.13	5.69	0.54	94.90	0.57	0.06	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.62	0.09	0.00	0.09	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.55	0.00	7.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.55	0.00	7.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.30	0.00	50.30	0.00	50.00	50.00	0.00	2.00	2.00	0.00	2.00	2.00	1.07	8.00	2.00	0.00	10.00	10.00	0.00	0.00	0.01	0.00	0.01	1.47	0.00	1.47	1.48	0.00	1.48	0.17	0.00	0.17	0.00	0.00
1995	AK	02	220	Sitka Borough	8.71	0.00	8.27	8.27	0.00	0.00	0.00	5.02	0.00	5.02	5.02	0.00	5.02	3.61	0.72	0.18	0.00	4.51	0.51	607.01	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.72	0.11	0.00	0.11	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.27	3.61	436.52	3.61	0.36	0.00	0.36	0.00	0.00	0.00	0.10	0.00	0.10	0.10	0.00	0.10	0.18	0.28	0.04	0.00	0.04	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	124.71	124.71	0.00	124.71	46.25	46.25	92.50	1.00	1.00	2.00	1.00	1.00	2.00	1.36	1.00	1.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	5.12	0.00	5.12	5.12	0.00	5.12	0.51	0.00	0.51	0.00	0.00
1995	AK	02	232	Skagway-Hoonah-Angoon Cen	3.87	0.71	1.99	2.70	0.27	0.00	0.27	0.08	0.00	0.08	0.35	0.00	0.35	0.11	0.20	0.00	0.00	0.31	0.04	129.63	0.00	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.20	0.03	0.00	0.03	0.00	1.17	0.03	0.00	0.03	0.01	0.00	0.01	0.04	0.00	0.04	34.19	2.70	0.11	40.74	0.15	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.29	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.29	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	7.59	0.00	7.59	2.49	2.90	5.39	1.00	1.00	2.00	1.00	1.00	2.00	0.48	10.00	0.00	0.00	10.00	10.00	0.00	0.00	0.30	0.00	0.30	0.09	0.00	0.09	0.39	0.00	0.39	0.05	0.00	0.05	0.00	0.00
